combo_id,exp_name,dataset,drift_detector,sample_selector,memory_manager,anti_forgetting,anomaly_scorer,track,f1,precision,recall,pr_auc
A_dd=cade_ss=random_mm=none_af=lwf_ssf_as=none,A_dd=cade_ss=random_mm=none_af=lwf_ssf_as=none__unsw-nb15,unsw-nb15,cade,random,none,lwf_ssf,none,A,0.877319516133826,0.7962773131912598,0.9767272566840202,0.9715142669025515
A_dd=none_ss=random_mm=none_af=none_as=none,A_dd=none_ss=random_mm=none_af=none_as=none__unsw-nb15,unsw-nb15,none,random,none,none,none,A,0.8750929816449208,0.8038411819021237,0.9602047119032913,0.9666477461057994
A_dd=none_ss=random_mm=spider_af=lwf_ssf_as=none,A_dd=none_ss=random_mm=spider_af=lwf_ssf_as=none__unsw-nb15,unsw-nb15,none,random,spider,lwf_ssf,none,A,0.8742816796438309,0.7869955156950673,0.9833450983852466,0.9762443726290362
A_dd=cade_ss=random_mm=spider_af=lwf_ssf_as=none,A_dd=cade_ss=random_mm=spider_af=lwf_ssf_as=none__unsw-nb15,unsw-nb15,cade,random,spider,lwf_ssf,none,A,0.8741118243739894,0.7864663245330935,0.9837421688873202,0.9725828475741893
A_dd=none_ss=random_mm=ssf_af=none_as=none,A_dd=none_ss=random_mm=ssf_af=none_as=none__unsw-nb15,unsw-nb15,none,random,ssf,none,none,A,0.8716843894532949,0.7895660269263821,0.9728668490249713,0.9736648601287436
A_dd=cade_ss=random_mm=ssf_af=gpm_as=none,A_dd=cade_ss=random_mm=ssf_af=gpm_as=none__unsw-nb15,unsw-nb15,cade,random,ssf,gpm,none,A,0.8706990715456034,0.780347528144885,0.9847127856701667,0.9748496260819648
A_dd=cade_ss=random_mm=ssf_af=none_as=none,A_dd=cade_ss=random_mm=ssf_af=none_as=none__unsw-nb15,unsw-nb15,cade,random,ssf,none,none,A,0.8705197935967166,0.793657136629491,0.9638665843113032,0.9568168442892684
A_dd=ssf_ss=random_mm=ssf_af=gpm_as=none,A_dd=ssf_ss=random_mm=ssf_af=gpm_as=none__unsw-nb15,unsw-nb15,ssf,random,ssf,gpm,none,A,0.8687465060855408,0.7820804859529233,0.9770140298244065,0.9750461406035724
A_dd=cade_ss=random_mm=spider_af=lwf_ssf_as=cade_mad,A_dd=cade_ss=random_mm=spider_af=lwf_ssf_as=cade_mad__unsw-nb15,unsw-nb15,cade,random,spider,lwf_ssf,cade_mad,A,0.8634811076573968,0.9300134932152041,0.8058325244860143,0.9515620383852096
A_dd=none_ss=random_mm=none_af=gpm_as=none,A_dd=none_ss=random_mm=none_af=gpm_as=none__unsw-nb15,unsw-nb15,none,random,none,gpm,none,A,0.8624428887973802,0.7762168649182873,0.9702197123444807,0.9723130243727056
